,pid,weekofstudy,afternoon_loyalty,evening_loyalty,latenight_loyalty,morning_loyalty,latenight_regularity,morning_regularity,afternoon_regularity,evening_regularity,latenight_duration,morning_duration,afternoon_duration,evening_duration,latenight_duration_mean,morning_duration_mean,afternoon_duration_mean,evening_duration_mean,latenight_duration_std,morning_duration_std,afternoon_duration_std,evening_duration_std,latenight_duration_min,morning_duration_min,afternoon_duration_min,evening_duration_min,latenight_duration_max,morning_duration_max,afternoon_duration_max,evening_duration_max,latenight_betweenlaunch_duration_mean,morning_betweenlaunch_duration_mean,afternoon_betweenlaunch_duration_mean,evening_betweenlaunch_duration_mean,latenight_betweenlaunch_duration_std,morning_betweenlaunch_duration_std,afternoon_betweenlaunch_duration_std,evening_betweenlaunch_duration_std
23,1022,4,8.0,9.0,8.0,0.0,5,0,4,6,127.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,74057.0,-1.0,38546.0,74228.0,90907.0,-1.0,34624.0,83391.0
24,1022,5,10.0,9.0,5.0,0.0,5,0,4,5,0.0,0.0,74.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,86265.0,-1.0,19367.0,43170.0,158.0,-1.0,34033.0,35689.0
25,1024,2,4.0,0.0,0.0,0.0,0,0,2,0,0.0,0.0,35.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-1.0,-1.0,62060.0,-1.0,-1.0,-1.0,107318.0,-1.0
26,1024,3,3.0,4.0,1.0,3.0,1,3,2,2,40.0,207.0,91.0,123.0,40.0,69.0,30.0,31.0,0.0,49.0,21.0,39.0,40.0,36.0,10.0,0.0,40.0,125.0,51.0,88.0,-1.0,86400.0,87120.0,-1.0,-1.0,-1.0,123037.0,59392.0
27,1024,4,4.0,7.0,0.0,12.0,0,7,2,3,0.0,170.0,157.0,218.0,0.0,14.0,39.0,31.0,0.0,18.0,66.0,15.0,0.0,0.0,0.0,10.0,0.0,48.0,138.0,48.0,-1.0,47187.0,167700.0,28710.0,-1.0,44584.0,290430.0,44385.0
28,1024,5,14.0,7.0,4.0,9.0,2,6,2,4,154.0,134.0,604.0,25.0,38.0,15.0,43.0,4.0,42.0,30.0,43.0,5.0,0.0,0.0,0.0,0.0,78.0,90.0,133.0,9.0,-142900.0,22005.0,20271.0,29400.0,246339.0,60449.0,68105.0,99732.0
29,1024,6,8.0,2.0,0.0,8.0,0,5,4,1,0.0,17.0,47.0,5.0,0.0,2.0,6.0,2.0,0.0,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,5.0,-1.0,49423.0,-1.0,60.0,-1.0,45021.0,106667.0,-1.0
30,1024,7,6.0,2.0,1.0,9.0,1,7,6,1,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-1.0,-788.0,88884.0,240.0,-1.0,36408.0,5487.0,-1.0
31,1025,1,0.0,5.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,93.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-1.0,-1.0,-1.0,195.0,-1.0,-1.0,-1.0,150.0
32,1025,2,0.0,0.0,1.0,0.0,1,0,0,0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
33,1025,3,0.0,0.0,1.0,0.0,1,0,0,0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
34,1025,6,3.0,0.0,7.0,0.0,2,0,1,0,285.0,0.0,48.0,0.0,41.0,0.0,16.0,0.0,26.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,79.0,0.0,21.0,0.0,40.0,-1.0,120.0,-1.0,175050.0,-1.0,-1.0,-1.0
35,1025,7,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
36,1027,1,3.0,0.0,0.0,0.0,0,0,2,0,0.0,0.0,292.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,166.0,0.0,-1.0,-1.0,47670.0,-1.0,-1.0,-1.0,67246.0,-1.0
37,1027,2,0.0,15.0,6.0,7.0,2,1,0,2,226.0,593.0,0.0,732.0,38.0,85.0,0.0,49.0,45.0,49.0,0.0,57.0,0.0,21.0,0.0,0.0,98.0,161.0,0.0,180.0,-48.0,-70.0,-1.0,-19367.0,195236.0,90.0,-1.0,69946.0
38,1027,3,0.0,0.0,14.0,0.0,3,0,0,0,611.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,33042.0,-1.0,-1.0,-1.0,97103.0,-1.0,-1.0,-1.0
39,1027,4,1.0,1.0,4.0,0.0,2,0,1,1,224.0,0.0,1.0,103.0,56.0,0.0,1.0,103.0,18.0,0.0,0.0,0.0,30.0,0.0,1.0,103.0,68.0,0.0,1.0,103.0,20.0,-1.0,-1.0,-1.0,201541.0,-1.0,-1.0,-1.0
40,1027,5,2.0,0.0,3.0,4.0,1,1,1,0,122.0,30.0,0.0,0.0,41.0,8.0,0.0,0.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,18.0,0.0,0.0,5550.0,-5080.0,1860.0,-1.0,42.0,8730.0,-1.0,-1.0
41,1027,6,0.0,4.0,0.0,1.0,0,1,0,1,0.0,4.0,0.0,34.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,27.0,-1.0,-1.0,-1.0,300.0,-1.0,-1.0,-1.0,262.0
42,1027,7,0.0,6.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,226.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,116.0,-1.0,-1.0,-1.0,-67848.0,-1.0,-1.0,-1.0,151666.0
43,1029,0,9.0,1.0,1.0,0.0,1,0,4,1,30.0,0.0,175.0,36.0,30.0,0.0,19.0,36.0,0.0,0.0,29.0,0.0,30.0,0.0,0.0,36.0,30.0,0.0,86.0,36.0,-1.0,-1.0,33300.0,-1.0,-1.0,-1.0,38140.0,-1.0
44,1029,1,10.0,34.0,15.0,23.0,3,4,4,7,455.0,690.0,268.0,1173.0,30.0,30.0,27.0,34.0,34.0,35.0,26.0,37.0,0.0,0.0,0.0,0.0,96.0,143.0,72.0,159.0,13097.0,19767.0,21173.0,13242.0,49022.0,58836.0,43316.0,33674.0
45,1029,2,0.0,20.0,0.0,3.0,0,1,0,4,0.0,206.0,0.0,742.0,0.0,69.0,0.0,37.0,0.0,104.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,188.0,0.0,163.0,-1.0,-1920.0,-1.0,-4203.0,-1.0,2630.0,-1.0,28412.0
46,1035,0,3.0,0.0,2.0,3.0,1,2,1,0,52.0,102.0,109.0,0.0,26.0,34.0,36.0,0.0,13.0,28.0,33.0,0.0,17.0,3.0,0.0,0.0,35.0,58.0,65.0,0.0,240.0,38310.0,180.0,-1.0,-1.0,53415.0,170.0,-1.0
47,1035,1,1.0,6.0,4.0,1.0,3,1,1,2,101.0,0.0,24.0,212.0,25.0,0.0,24.0,35.0,25.0,0.0,0.0,27.0,0.0,0.0,24.0,0.0,47.0,0.0,24.0,67.0,112220.0,-1.0,-1.0,-48.0,129596.0,-1.0,-1.0,188977.0
48,1035,2,0.0,2.0,3.0,3.0,1,1,0,1,35.0,134.0,0.0,18.0,12.0,45.0,0.0,9.0,19.0,31.0,0.0,13.0,0.0,18.0,0.0,0.0,34.0,79.0,0.0,18.0,120.0,120.0,-1.0,120.0,-1.0,85.0,-1.0,-1.0
49,1035,3,7.0,3.0,7.0,0.0,3,0,5,1,60.0,0.0,93.0,46.0,9.0,0.0,13.0,15.0,13.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,34.0,0.0,51.0,36.0,-14930.0,-1.0,-2390.0,210.0,44592.0,-1.0,42159.0,127.0
50,1035,4,4.0,1.0,8.0,0.0,3,0,4,1,274.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,26417.0,-1.0,172200.0,-1.0,137413.0,-1.0,148592.0,-1.0
51,1035,5,3.0,15.0,3.0,0.0,3,0,3,6,222.0,0.0,0.0,150.0,74.0,0.0,0.0,10.0,80.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,166.0,0.0,0.0,57.0,123030.0,-1.0,86010.0,-133.0,101314.0,-1.0,976.0,42649.0
52,1035,6,0.0,0.0,10.0,0.0,2,0,0,0,500.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,167.0,-1.0,-1.0,-1.0,83570.0,-1.0,-1.0,-1.0
53,1035,7,11.0,8.0,6.0,0.0,4,0,4,4,10.0,0.0,19.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,18144.0,-1.0,17250.0,38117.0,46187.0,-1.0,32881.0,39854.0
54,1036,3,6.0,6.0,1.0,0.0,1,0,2,1,27.0,0.0,210.0,258.0,27.0,0.0,35.0,43.0,0.0,0.0,40.0,25.0,27.0,0.0,0.0,11.0,27.0,0.0,83.0,71.0,-1.0,-1.0,17352.0,144.0,-1.0,-1.0,38029.0,33.0
55,1036,4,1.0,5.0,8.0,0.0,3,0,1,2,256.0,0.0,137.0,235.0,32.0,0.0,137.0,47.0,20.0,0.0,0.0,34.0,0.0,0.0,137.0,0.0,53.0,0.0,137.0,80.0,27849.0,-1.0,-1.0,66705.0,48036.0,-1.0,-1.0,133170.0
56,1036,5,1.0,1.0,1.0,1.0,1,1,1,1,13.0,7.0,148.0,24.0,13.0,7.0,148.0,24.0,0.0,0.0,0.0,0.0,13.0,7.0,148.0,24.0,13.0,7.0,148.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
57,1036,6,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
58,1036,7,0.0,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
59,1040,2,3.0,17.0,4.0,0.0,2,0,2,3,198.0,0.0,236.0,418.0,50.0,0.0,79.0,25.0,70.0,0.0,57.0,26.0,7.0,0.0,34.0,0.0,154.0,0.0,143.0,79.0,60620.0,-1.0,37950.0,16451.0,102872.0,-1.0,53245.0,44607.0
60,1040,3,0.0,0.0,8.0,0.0,2,0,0,0,274.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,13543.0,-1.0,-1.0,-1.0,35145.0,-1.0,-1.0,-1.0
61,1040,4,0.0,4.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,272.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,152.0,-1.0,-1.0,-1.0,32820.0,-1.0,-1.0,-1.0,51993.0
62,1040,5,2.0,3.0,0.0,2.0,0,2,1,1,0.0,80.0,99.0,106.0,0.0,40.0,50.0,35.0,0.0,34.0,42.0,61.0,0.0,16.0,20.0,0.0,0.0,64.0,79.0,106.0,-1.0,337320.0,300.0,90.0,-1.0,-1.0,-1.0,42.0
63,1045,1,10.0,7.0,6.0,1.0,2,1,2,2,132.0,56.0,258.0,50.0,22.0,56.0,26.0,7.0,36.0,0.0,43.0,12.0,0.0,56.0,0.0,0.0,94.0,56.0,132.0,25.0,17172.0,-1.0,9840.0,13620.0,35202.0,-1.0,24641.0,28890.0
64,1051,0,3.0,2.0,0.0,0.0,0,0,1,1,0.0,0.0,121.0,120.0,0.0,0.0,40.0,60.0,0.0,0.0,66.0,24.0,0.0,0.0,0.0,43.0,0.0,0.0,117.0,77.0,-1.0,-1.0,390.0,7260.0,-1.0,-1.0,127.0,-1.0
